"","dominent","shannon","spdens_toxic","spdens_norm","sprich_toxic","sprich_norm","generations","nspecies","toxic_area","total_area","frac_dim1","frac_dim2","frac_dim3","b_1","slope_1","vegchance_1","pop_1","tol_1","comp_1","b_2","slope_2","vegchance_2","pop_2","tol_2","comp_2","b_3","slope_3","vegchance_3","pop_3","tol_3","comp_3","b_4","slope_4","vegchance_4","pop_4","tol_4","comp_4","b_5","slope_5","vegchance_5","pop_5","tol_5","comp_5","b_6","slope_6","vegchance_6","pop_6","tol_6","comp_6","raw_b_1","raw_slope_1","raw_vegchance_1","raw_pop_1","raw_tol_1","raw_comp_1","raw_b_2","raw_slope_2","raw_vegchance_2","raw_pop_2","raw_tol_2","raw_comp_2","raw_b_3","raw_slope_3","raw_vegchance_3","raw_pop_3","raw_tol_3","raw_comp_3","raw_b_4","raw_slope_4","raw_vegchance_4","raw_pop_4","raw_tol_4","raw_comp_4","raw_b_5","raw_slope_5","raw_vegchance_5","raw_pop_5","raw_tol_5","raw_comp_5","raw_b_6","raw_slope_6","raw_vegchance_6","raw_pop_6","raw_tol_6","raw_comp_6"
"1",2,1.45682072300019,0.555555555555556,0.0105820105820106,5,6,30,6,9,576,0.25,0.25,0.25,6.40117536847053,-0.568587353858068,0.719762655897891,127,0.0116475139717901,0.81553040530586,8.15860092739361,-0.0116475139717901,0.568587353858068,162,0.574724032909823,0.859371914094178,5.76879335595246,-0.815860092739361,0.640117536847053,62,0.798661019143765,0.570759477970569,7.98661019143765,-0.574724032909823,0.0116475139717901,27,0.481959733185552,0.423478005432116,5.70759477970569,-0.859371914094178,0.81553040530586,6,0.423478005432116,0.211731218056229,7.68644241452421,-0.798661019143765,0.815860092739361,35,0.985645186307617,0.376965409475815,0.640117536847053,0.568587353858068,0.719762655897891,0,0.0116475139717901,0.81553040530586,0.815860092739361,0.0116475139717901,0.568587353858068,0,0.574724032909823,0.859371914094178,0.576879335595246,0.815860092739361,0.640117536847053,0,0.798661019143765,0.570759477970569,0.798661019143765,0.574724032909823,0.0116475139717901,0,0.481959733185552,0.423478005432116,0.570759477970569,0.859371914094178,0.81553040530586,0,0.423478005432116,0.211731218056229,0.768644241452421,0.798661019143765,0.815860092739361,0,0.985645186307617,0.376965409475815
"2",2,1.50772093986648,0.444444444444444,0.0105820105820106,4,6,30,6,9,576,0.25,0.25,0.25,6.40117536847053,-0.568587353858068,0.719762655897891,123,0.0116475139717901,0.81553040530586,8.15860092739361,-0.0116475139717901,0.568587353858068,159,0.574724032909823,0.859371914094178,5.76879335595246,-0.815860092739361,0.640117536847053,44,0.798661019143765,0.570759477970569,7.98661019143765,-0.574724032909823,0.0116475139717901,33,0.481959733185552,0.423478005432116,5.70759477970569,-0.859371914094178,0.81553040530586,11,0.423478005432116,0.211731218056229,7.68644241452421,-0.798661019143765,0.815860092739361,47,0.985645186307617,0.376965409475815,0.640117536847053,0.568587353858068,0.719762655897891,0,0.0116475139717901,0.81553040530586,0.815860092739361,0.0116475139717901,0.568587353858068,0,0.574724032909823,0.859371914094178,0.576879335595246,0.815860092739361,0.640117536847053,0,0.798661019143765,0.570759477970569,0.798661019143765,0.574724032909823,0.0116475139717901,0,0.481959733185552,0.423478005432116,0.570759477970569,0.859371914094178,0.81553040530586,0,0.423478005432116,0.211731218056229,0.768644241452421,0.798661019143765,0.815860092739361,0,0.985645186307617,0.376965409475815
"3",2,1.51280654174082,0.333333333333333,0.0105820105820106,3,6,30,6,9,576,0.25,0.25,0.25,6.40117536847053,-0.568587353858068,0.719762655897891,120,0.0116475139717901,0.81553040530586,8.15860092739361,-0.0116475139717901,0.568587353858068,155,0.574724032909823,0.859371914094178,5.76879335595246,-0.815860092739361,0.640117536847053,43,0.798661019143765,0.570759477970569,7.98661019143765,-0.574724032909823,0.0116475139717901,35,0.481959733185552,0.423478005432116,5.70759477970569,-0.859371914094178,0.81553040530586,8,0.423478005432116,0.211731218056229,7.68644241452421,-0.798661019143765,0.815860092739361,55,0.985645186307617,0.376965409475815,0.640117536847053,0.568587353858068,0.719762655897891,0,0.0116475139717901,0.81553040530586,0.815860092739361,0.0116475139717901,0.568587353858068,0,0.574724032909823,0.859371914094178,0.576879335595246,0.815860092739361,0.640117536847053,0,0.798661019143765,0.570759477970569,0.798661019143765,0.574724032909823,0.0116475139717901,0,0.481959733185552,0.423478005432116,0.570759477970569,0.859371914094178,0.81553040530586,0,0.423478005432116,0.211731218056229,0.768644241452421,0.798661019143765,0.815860092739361,0,0.985645186307617,0.376965409475815
"4",4,0,0.166666666666667,0.00716845878136201,3,4,30,6,18,576,0.25,0.25,0.5,1.90282280009948,-0.695568379211181,0.140092392470251,0,0.371281231755953,0.371931745313001,2.72328372793709,-0.371281231755953,0.695568379211181,68,0.166612582457068,0.387815664638765,5.44158133776364,-0.272328372793709,0.190282280009948,16,0.685764387959352,0.0589369180246043,6.85764387959352,-0.166612582457068,0.371281231755953,209,0.865557591700053,0.765250870728778,0.589369180246043,-0.387815664638765,0.371931745313001,0,0.765250870728778,0.707698058889946,3.86015380092431,-0.685764387959352,0.272328372793709,136,0.637039114797517,0.86910912393311,0.190282280009948,0.695568379211181,0.140092392470251,0,0.371281231755953,0.371931745313001,0.272328372793709,0.371281231755953,0.695568379211181,0,0.166612582457068,0.387815664638765,0.544158133776364,0.272328372793709,0.190282280009948,0,0.685764387959352,0.0589369180246043,0.685764387959352,0.166612582457068,0.371281231755953,0,0.865557591700053,0.765250870728778,0.0589369180246043,0.387815664638765,0.371931745313001,0,0.765250870728778,0.707698058889946,0.386015380092431,0.685764387959352,0.272328372793709,0,0.637039114797517,0.86910912393311
"5",4,0,0.222222222222222,0.00716845878136201,4,4,30,6,18,576,0.25,0.25,0.5,1.90282280009948,-0.695568379211181,0.140092392470251,0,0.371281231755953,0.371931745313001,2.72328372793709,-0.371281231755953,0.695568379211181,72,0.166612582457068,0.387815664638765,5.44158133776364,-0.272328372793709,0.190282280009948,19,0.685764387959352,0.0589369180246043,6.85764387959352,-0.166612582457068,0.371281231755953,193,0.865557591700053,0.765250870728778,0.589369180246043,-0.387815664638765,0.371931745313001,0,0.765250870728778,0.707698058889946,3.86015380092431,-0.685764387959352,0.272328372793709,126,0.637039114797517,0.86910912393311,0.190282280009948,0.695568379211181,0.140092392470251,0,0.371281231755953,0.371931745313001,0.272328372793709,0.371281231755953,0.695568379211181,0,0.166612582457068,0.387815664638765,0.544158133776364,0.272328372793709,0.190282280009948,0,0.685764387959352,0.0589369180246043,0.685764387959352,0.166612582457068,0.371281231755953,0,0.865557591700053,0.765250870728778,0.0589369180246043,0.387815664638765,0.371931745313001,0,0.765250870728778,0.707698058889946,0.386015380092431,0.685764387959352,0.272328372793709,0,0.637039114797517,0.86910912393311
"6",4,0,0.166666666666667,0.00896057347670251,3,5,30,6,18,576,0.25,0.25,0.5,1.90282280009948,-0.695568379211181,0.140092392470251,0,0.371281231755953,0.371931745313001,2.72328372793709,-0.371281231755953,0.695568379211181,50,0.166612582457068,0.387815664638765,5.44158133776364,-0.272328372793709,0.190282280009948,10,0.685764387959352,0.0589369180246043,6.85764387959352,-0.166612582457068,0.371281231755953,207,0.865557591700053,0.765250870728778,0.589369180246043,-0.387815664638765,0.371931745313001,13,0.765250870728778,0.707698058889946,3.86015380092431,-0.685764387959352,0.272328372793709,144,0.637039114797517,0.86910912393311,0.190282280009948,0.695568379211181,0.140092392470251,0,0.371281231755953,0.371931745313001,0.272328372793709,0.371281231755953,0.695568379211181,0,0.166612582457068,0.387815664638765,0.544158133776364,0.272328372793709,0.190282280009948,0,0.685764387959352,0.0589369180246043,0.685764387959352,0.166612582457068,0.371281231755953,0,0.865557591700053,0.765250870728778,0.0589369180246043,0.387815664638765,0.371931745313001,0,0.765250870728778,0.707698058889946,0.386015380092431,0.685764387959352,0.272328372793709,0,0.637039114797517,0.86910912393311
"7",2,1.495780648281,0.222222222222222,0.0109289617486339,6,6,30,6,27,576,0.25,0.25,0.75,4.48671466619999,-0.791915426986331,0.437874891119767,10,0.700104658456742,0.193105044115024,5.8085393024885,-0.700104658456742,0.791915426986331,176,0.886803659091432,0.860749233173313,7.09726453416806,-0.58085393024885,0.448671466619999,76,0.325510550338853,0.525408160433775,3.25510550338853,-0.886803659091432,0.700104658456742,87,0.256429403326668,0.876667465740563,5.25408160433775,-0.860749233173313,0.193105044115024,66,0.876667465740563,0.828564841557333,1.60597533214362,-0.325510550338853,0.58085393024885,17,0.447262498246952,0.221989476691912,0.448671466619999,0.791915426986331,0.437874891119767,0,0.700104658456742,0.193105044115024,0.58085393024885,0.700104658456742,0.791915426986331,0,0.886803659091432,0.860749233173313,0.709726453416806,0.58085393024885,0.448671466619999,0,0.325510550338853,0.525408160433775,0.325510550338853,0.886803659091432,0.700104658456742,0,0.256429403326668,0.876667465740563,0.525408160433775,0.860749233173313,0.193105044115024,0,0.876667465740563,0.828564841557333,0.160597533214362,0.325510550338853,0.58085393024885,0,0.447262498246952,0.221989476691912
"8",2,1.37200014086167,0.111111111111111,0.0109289617486339,3,6,30,6,27,576,0.25,0.25,0.75,4.48671466619999,-0.791915426986331,0.437874891119767,8,0.700104658456742,0.193105044115024,5.8085393024885,-0.700104658456742,0.791915426986331,184,0.886803659091432,0.860749233173313,7.09726453416806,-0.58085393024885,0.448671466619999,72,0.325510550338853,0.525408160433775,3.25510550338853,-0.886803659091432,0.700104658456742,105,0.256429403326668,0.876667465740563,5.25408160433775,-0.860749233173313,0.193105044115024,36,0.876667465740563,0.828564841557333,1.60597533214362,-0.325510550338853,0.58085393024885,7,0.447262498246952,0.221989476691912,0.448671466619999,0.791915426986331,0.437874891119767,0,0.700104658456742,0.193105044115024,0.58085393024885,0.700104658456742,0.791915426986331,0,0.886803659091432,0.860749233173313,0.709726453416806,0.58085393024885,0.448671466619999,0,0.325510550338853,0.525408160433775,0.325510550338853,0.886803659091432,0.700104658456742,0,0.256429403326668,0.876667465740563,0.525408160433775,0.860749233173313,0.193105044115024,0,0.876667465740563,0.828564841557333,0.160597533214362,0.325510550338853,0.58085393024885,0,0.447262498246952,0.221989476691912
"9",2,1.45543967186219,0.148148148148148,0.0109289617486339,4,6,30,6,27,576,0.25,0.25,0.75,4.48671466619999,-0.791915426986331,0.437874891119767,8,0.700104658456742,0.193105044115024,5.8085393024885,-0.700104658456742,0.791915426986331,172,0.886803659091432,0.860749233173313,7.09726453416806,-0.58085393024885,0.448671466619999,75,0.325510550338853,0.525408160433775,3.25510550338853,-0.886803659091432,0.700104658456742,100,0.256429403326668,0.876667465740563,5.25408160433775,-0.860749233173313,0.193105044115024,63,0.876667465740563,0.828564841557333,1.60597533214362,-0.325510550338853,0.58085393024885,10,0.447262498246952,0.221989476691912,0.448671466619999,0.791915426986331,0.437874891119767,0,0.700104658456742,0.193105044115024,0.58085393024885,0.700104658456742,0.791915426986331,0,0.886803659091432,0.860749233173313,0.709726453416806,0.58085393024885,0.448671466619999,0,0.325510550338853,0.525408160433775,0.325510550338853,0.886803659091432,0.700104658456742,0,0.256429403326668,0.876667465740563,0.525408160433775,0.860749233173313,0.193105044115024,0,0.876667465740563,0.828564841557333,0.160597533214362,0.325510550338853,0.58085393024885,0,0.447262498246952,0.221989476691912
"10",3,1.59588846333911,0.111111111111111,0.0111111111111111,4,6,30,6,36,576,0.25,0.25,1,6.07687331133396,-0.0919858813686005,0.18037504232052,61,0.992184278654653,0.344808854237878,6.79025860693704,-0.992184278654653,0.0919858813686005,71,0.363735372963371,0.953749084347995,4.74355889125339,-0.679025860693704,0.607687331133396,127,0.711405790099282,0.994923277174773,7.11405790099282,-0.363735372963371,0.992184278654653,119,0.35342821981006,0.711793028932637,9.94923277174773,-0.953749084347995,0.344808854237878,20,0.711793028932637,0.144344302283571,2.84250882060102,-0.711405790099282,0.679025860693704,21,0.408903982048893,0.745296784248543,0.607687331133396,0.0919858813686005,0.18037504232052,0,0.992184278654653,0.344808854237878,0.679025860693704,0.992184278654653,0.0919858813686005,0,0.363735372963371,0.953749084347995,0.474355889125339,0.679025860693704,0.607687331133396,0,0.711405790099282,0.994923277174773,0.711405790099282,0.363735372963371,0.992184278654653,0,0.35342821981006,0.711793028932637,0.994923277174773,0.953749084347995,0.344808854237878,0,0.711793028932637,0.144344302283571,0.284250882060102,0.711405790099282,0.679025860693704,0,0.408903982048893,0.745296784248543
